"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"15737","398.2","2847.92","spanish","500328","pif","L1 English bilingual","p","i"
"15738","418.44","1382.18","spanish","500328","fuf","L1 English bilingual","f","u"
"15739","392.13","1023.91","english","500328","poof","L1 English bilingual","p","u"
"15740","719.9","1458.26","english","500328","puff","L1 English bilingual","p","schwa"
"15741","389.64","1070.6","english","500328","foof","L1 English bilingual","f","u"
"15742","840.58","1252.67","english","500328","poff","L1 English bilingual","p","o"
"15743","699.4","1376.21","english","500328","puff","L1 English bilingual","p","schwa"
"15744","391.12","1039.27","english","500328","foof","L1 English bilingual","f","u"
"15745","378.93","2782.52","english","500328","feef","L1 English bilingual","f","i"
"15746","809.88","1183.73","english","500328","poff","L1 English bilingual","p","o"
"15747","390.95","3113.5","english","500328","peef","L1 English bilingual","p","i"
"15748","633.13","1378.66","english","500328","fuff","L1 English bilingual","f","schwa"
"15749","837.26","1282.66","english","500328","poff","L1 English bilingual","p","o"
"15750","373","1097.14","english","500328","poof","L1 English bilingual","p","u"
"15751","778.55","1221.34","english","500328","foff","L1 English bilingual","f","o"
"15752","398","1082.56","english","500328","foof","L1 English bilingual","f","u"
"15753","391.91","2964.39","english","500328","peef","L1 English bilingual","p","i"
"15754","722.66","1158.94","english","500328","foff","L1 English bilingual","f","o"
"15755","385.48","2901","english","500328","feef","L1 English bilingual","f","i"
"15756","403.79","1229.8","english","500328","poof","L1 English bilingual","p","u"
"15757","652.52","1251.16","english","500328","fuff","L1 English bilingual","f","schwa"
"15758","772.07","1182.65","english","500328","foff","L1 English bilingual","f","o"
"15759","700.43","1373.95","english","500328","puff","L1 English bilingual","p","schwa"
"15760","384.98","2842.85","english","500328","feef","L1 English bilingual","f","i"
"15761","373.14","3101.82","english","500328","peef","L1 English bilingual","p","i"
"15762","734.48","1369.11","english","500328","fuff","L1 English bilingual","f","schwa"
"15763","968.08","2557.09","German","500331","pif","L1 English bilingual","p","i"
"15764","393.92","941.28","German","500331","pof","L1 English bilingual","p","o"
"15765","763.43","1406.05","German","500331","paf","L1 English bilingual","p","schwa"
"15766","400.23","2742.36","German","500331","fif","L1 English bilingual","f","i"
"15767","423.04","1008.8","German","500331","fof","L1 English bilingual","f","o"
"15768","437.68","932.05","German","500331","pof","L1 English bilingual","p","o"
"15769","418.91","926.41","German","500331","fof","L1 English bilingual","f","o"
"15770","425.37","1793.1","German","500331","puf","L1 English bilingual","p","u"
"15771","410.92","2703.15","German","500331","pif","L1 English bilingual","p","i"
"15772","437.41","1003.44","German","500331","fof","L1 English bilingual","f","o"
"15773","745.47","1212.9","German","500331","faf","L1 English bilingual","f","schwa"
"15774","415.8","2753.67","German","500331","fif","L1 English bilingual","f","i"
"15775","417.82","2797.65","German","500331","pif","L1 English bilingual","p","i"
"15776","772.64","1398.19","German","500331","paf","L1 English bilingual","p","schwa"
"15777","725.47","1339.14","German","500331","faf","L1 English bilingual","f","schwa"
"15778","412.56","1630.92","German","500331","fuf","L1 English bilingual","f","u"
"15779","558.4","1977.77","German","500331","puf","L1 English bilingual","p","u"
"15780","395.72","2819.22","German","500331","fif","L1 English bilingual","f","i"
"15781","426.69","2022.47","German","500331","puf","L1 English bilingual","p","u"
"15782","434.58","2196.45","German","500331","fuf","L1 English bilingual","f","u"
"15783","448.49","982","German","500331","pof","L1 English bilingual","p","o"
"15784","787.73","1362.64","German","500331","paf","L1 English bilingual","p","schwa"
"15785","721.21","1322.33","German","500331","faf","L1 English bilingual","f","schwa"
"15786","423.33","1765.54","German","500331","fuf","L1 English bilingual","f","u"
"15787","537.1","1922.2","french","500331","puf","L1 English bilingual","p","u"
"15788","674.02","1916.5","french","500331","faf","L1 English bilingual","f","schwa"
"15789","402.9","2076.81","french","500331","fuf","L1 English bilingual","f","u"
"15790","371.12","2282.84","french","500331","fif","L1 English bilingual","f","i"
"15791","573.72","1096.49","french","500331","pof","L1 English bilingual","p","o"
"15792","455.92","2066.92","french","500331","fuf","L1 English bilingual","f","u"
"15793","649.23","1683.72","french","500331","faf","L1 English bilingual","f","schwa"
"15794","442.98","2413.75","french","500331","fif","L1 English bilingual","f","i"
"15795","656.21","1863.24","french","500331","paf","L1 English bilingual","p","schwa"
"15796","612.14","1112.88","french","500331","fof","L1 English bilingual","f","o"
"15797","507.05","2175.4","french","500331","fuf","L1 English bilingual","f","u"
"15798","637.71","1205.96","french","500331","fof","L1 English bilingual","f","o"
"15799","430.95","2576.25","french","500331","pif","L1 English bilingual","p","i"
"15800","619","1877.11","french","500331","paf","L1 English bilingual","p","schwa"
"15801","608.05","1737.91","french","500331","faf","L1 English bilingual","f","schwa"
"15802","371.91","2475.26","french","500331","pif","L1 English bilingual","p","i"
"15803","667.6","1102.43","french","500331","pof","L1 English bilingual","p","o"
"15804","446.42","1588.33","french","500331","puf","L1 English bilingual","p","u"
"15805","407.04","2281.47","french","500331","fif","L1 English bilingual","f","i"
"15806","601.07","1192.21","french","500331","pof","L1 English bilingual","p","o"
"15807","652.42","1810.65","french","500331","paf","L1 English bilingual","p","schwa"
"15808","761.41","2596.01","french","500331","pif","L1 English bilingual","p","i"
"15809","677.66","1153.37","french","500331","fof","L1 English bilingual","f","o"
"15810","442.47","2013.44","french","500331","puf","L1 English bilingual","p","u"
"15811","756.1","1485.63","english","500331","puff","L1 English bilingual","p","schwa"
"15812","473.09","1739.54","english","500331","poof","L1 English bilingual","p","u"
"15813","397.74","2437.42","english","500331","feef","L1 English bilingual","f","i"
"15814","470.51","1631.78","english","500331","poof","L1 English bilingual","p","u"
"15815","402.16","2578.37","english","500331","peef","L1 English bilingual","p","i"
"15816","791.89","1112.97","english","500331","poff","L1 English bilingual","p","o"
"15817","434.26","2647.08","english","500331","feef","L1 English bilingual","f","i"
"15818","777.17","1098.48","english","500331","poff","L1 English bilingual","p","o"
"15819","375.78","2640.43","english","500331","peef","L1 English bilingual","p","i"
"15820","782.21","1133.18","english","500331","foff","L1 English bilingual","f","o"
"15821","586.03","1499.39","english","500331","foof","L1 English bilingual","f","u"
"15822","684.62","1460.03","english","500331","fuff","L1 English bilingual","f","schwa"
"15823","443.64","1768.48","english","500331","foof","L1 English bilingual","f","u"
"15824","732.54","1455.15","english","500331","puff","L1 English bilingual","p","schwa"
"15825","446.92","2631.15","english","500331","peef","L1 English bilingual","p","i"
"15826","763.55","1078.46","english","500331","poff","L1 English bilingual","p","o"
"15827","515.24","1403.32","english","500331","poof","L1 English bilingual","p","u"
"15828","704.27","1317.32","english","500331","fuff","L1 English bilingual","f","schwa"
"15829","423.16","2518","english","500331","feef","L1 English bilingual","f","i"
"15830","456.47","1528.73","english","500331","foof","L1 English bilingual","f","u"
"15831","756.06","1147.75","english","500331","foff","L1 English bilingual","f","o"
"15832","806.84","1394.46","english","500331","fuff","L1 English bilingual","f","schwa"
"15833","863.04","1413.47","english","500331","puff","L1 English bilingual","p","schwa"
"15834","767.2","1120.95","english","500331","foff","L1 English bilingual","f","o"
"15835","892.98","1611.94","spanish","500331","paf","L1 English bilingual","p","a"
"15836","648.34","1352.98","spanish","500331","puf","L1 English bilingual","p","u"
"15837","529.75","1961.24","spanish","500331","pif","L1 English bilingual","p","i"
"15838","751.26","1227.19","spanish","500331","fuf","L1 English bilingual","f","u"
"15839","732.15","1229.36","spanish","500331","puf","L1 English bilingual","p","u"
"15840","857.16","1553.52","spanish","500331","paf","L1 English bilingual","p","a"
"15841","699.42","1251.78","spanish","500331","fuf","L1 English bilingual","f","u"
"15842","693.13","1071.26","spanish","500331","pof","L1 English bilingual","p","o"
"15843","648.96","1327.33","spanish","500331","puf","L1 English bilingual","p","u"
"15844","688.31","1099.01","spanish","500331","fof","L1 English bilingual","f","o"
"15845","789.79","1510.96","spanish","500331","faf","L1 English bilingual","f","a"
"15846","635.5","1059.94","spanish","500331","pof","L1 English bilingual","p","o"
"15847","513.64","1894.11","spanish","500331","fif","L1 English bilingual","f","i"
"15848","874.85","1762.57","spanish","500331","faf","L1 English bilingual","f","a"
"15849","573.06","1875.8","spanish","500331","pif","L1 English bilingual","p","i"
"15850","568.1","1932.96","spanish","500331","fif","L1 English bilingual","f","i"
"15851","502.55","1942.72","spanish","500331","fif","L1 English bilingual","f","i"
"15852","848.22","1845.11","spanish","500331","paf","L1 English bilingual","p","a"
"15853","566.44","2017.84","spanish","500331","pif","L1 English bilingual","p","i"
"15854","694.08","1062.04","spanish","500331","fof","L1 English bilingual","f","o"
"15855","755.74","1197.66","spanish","500331","pof","L1 English bilingual","p","o"
"15856","621.58","1106.33","spanish","500331","fuf","L1 English bilingual","f","u"
"15857","818.84","1382.47","spanish","500331","faf","L1 English bilingual","f","a"
"15858","716.12","1036.64","spanish","500331","fof","L1 English bilingual","f","o"
"15859","338.25","2499.66","German","500348","fif","L1 English bilingual","f","i"
"15860","382.88","1130.75","German","500348","fuf","L1 English bilingual","f","u"
"15861","421.38","1609","German","500348","puf","L1 English bilingual","p","u"
"15862","722.11","2634.2","German","500348","fif","L1 English bilingual","f","i"
"15863","398.09","1735.36","German","500348","fuf","L1 English bilingual","f","u"
"15864","414.3","1785.3","German","500348","puf","L1 English bilingual","p","u"
"15865","414.86","1844.08","German","500348","fuf","L1 English bilingual","f","u"
"15866","790.64","1475.7","German","500348","paf","L1 English bilingual","p","schwa"
"15867","322.47","2536.29","German","500348","pif","L1 English bilingual","p","i"
"15868","394.3","1665.35","German","500348","puf","L1 English bilingual","p","u"
"15869","873.69","1514.03","German","500348","paf","L1 English bilingual","p","schwa"
"15870","573.65","1124.97","German","500348","fof","L1 English bilingual","f","o"
"15871","517.93","990.38","German","500348","pof","L1 English bilingual","p","o"
"15872","540.43","884.34","German","500348","fof","L1 English bilingual","f","o"
"15873","335.66","2706.52","German","500348","pif","L1 English bilingual","p","i"
"15874","500.61","831.37","German","500348","pof","L1 English bilingual","p","o"
"15875","364.32","2623.9","German","500348","fif","L1 English bilingual","f","i"
"15876","722.07","1392.4","German","500348","faf","L1 English bilingual","f","schwa"
"15877","488.94","875.83","German","500348","fof","L1 English bilingual","f","o"
"15878","716.66","1472.27","German","500348","faf","L1 English bilingual","f","schwa"
"15879","352.71","2593.92","German","500348","pif","L1 English bilingual","p","i"
"15880","860.45","1523.54","German","500348","paf","L1 English bilingual","p","schwa"
"15881","502.9","942.31","German","500348","pof","L1 English bilingual","p","o"
"15882","765.7","1432","German","500348","faf","L1 English bilingual","f","schwa"
"15883","426.43","1781.84","french","500348","fuf","L1 English bilingual","f","u"
"15884","695.27","2625.18","french","500348","pif","L1 English bilingual","p","i"
"15885","466.6","1424.95","french","500348","pof","L1 English bilingual","p","o"
"15886","524.39","1594.07","french","500348","fof","L1 English bilingual","f","o"
"15887","711.36","1822.3","french","500348","faf","L1 English bilingual","f","schwa"
"15888","669.52","1896.36","french","500348","faf","L1 English bilingual","f","schwa"
"15889","574.46","1403.1","french","500348","pof","L1 English bilingual","p","o"
"15890","579.92","1580.85","french","500348","pof","L1 English bilingual","p","o"
