"","X","f1e","f2e","language","participant","text","group","consonant","phoneme","prolific_id","l2_ao","l2_aoa","l2_prof_production","l2_prof_perception"
"3971",3971,451.69,1086.45,"french",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3972",3972,342.24,2150.65,"french",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3973",3973,310.6,1869.01,"french",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3974",3974,404.37,1434.98,"french",509491,"paf","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3975",3975,361.32,1831.31,"french",509491,"fuf","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3976",3976,398.07,1176.02,"french",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3977",3977,328.02,2117.67,"french",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3978",3978,504.01,1533.24,"french",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3979",3979,380.21,1838.34,"french",509491,"puf","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3980",3980,334,2212.07,"french",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3981",3981,279.77,2187.51,"french",509491,"pif","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3982",3982,352.8,2181.49,"french",509491,"fif","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3983",3983,441.1,1209.55,"french",509491,"pof","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3984",3984,543.95,1569.8,"french",509491,"faf","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3985",3985,520.47,1598.21,"english",509491,"foof","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3986",3986,673.59,1086.64,"english",509491,"fuff","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3987",3987,804.18,1069.27,"english",509491,"foff","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3988",3988,855.59,1073.42,"english",509491,"poff","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3989",3989,738.11,1064.62,"english",509491,"fuff","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3990",3990,461.31,1622.23,"english",509491,"poof","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3991",3991,349.37,2086.67,"english",509491,"feef","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3992",3992,373.2,1425.06,"english",509491,"foof","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3993",3993,864.96,1082.08,"english",509491,"foff","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3994",3994,742.97,1080.22,"english",509491,"puff","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3995",3995,796.49,1068.05,"english",509491,"poff","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3996",3996,516.56,1728.43,"english",509491,"poof","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3997",3997,344.11,2081.56,"english",509491,"feef","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3998",3998,780.87,1183.48,"english",509491,"puff","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"3999",3999,389.13,2092.85,"english",509491,"peef","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4000",4000,342.48,2086.95,"english",509491,"peef","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4001",4001,334.69,2115.07,"english",509491,"peef","L1 English monolingual","p","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4002",4002,334.78,2074.61,"english",509491,"feef","L1 English monolingual","f","i","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4003",4003,359.9,1301.08,"english",509491,"foof","L1 English monolingual","f","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4004",4004,789.1,1106.29,"english",509491,"poff","L1 English monolingual","p","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4005",4005,695.54,1110.42,"english",509491,"puff","L1 English monolingual","p","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4006",4006,398,1540.42,"english",509491,"poof","L1 English monolingual","p","u","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4007",4007,721.1,1109.65,"english",509491,"fuff","L1 English monolingual","f","schwa","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4008",4008,819.02,1023.79,"english",509491,"foff","L1 English monolingual","f","o","5e836a3c2598d409928dae31",NA,NA,NA,NA
"4009",4009,578.82,1083.35,"french",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4010",4010,790.17,2159.88,"french",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4011",4011,451.72,1301.92,"french",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4012",4012,556.1,1354.56,"french",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4013",4013,583.32,1281.74,"french",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4014",4014,836.04,1551.74,"french",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4015",4015,466,1526.97,"french",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4016",4016,828.32,1704.84,"french",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4017",4017,510.46,1294.99,"french",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4018",4018,557.81,1245.24,"french",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4019",4019,466.69,1888.56,"french",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4020",4020,479.54,1136.71,"french",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4021",4021,554.13,1129.13,"french",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4022",4022,432.87,2349.12,"french",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4023",4023,438.05,1659.33,"french",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4024",4024,963.44,1723.57,"french",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4025",4025,536.79,1890.01,"french",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4026",4026,506.75,1087.01,"french",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4027",4027,542.63,1650.23,"french",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4028",4028,444.77,1684.29,"french",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4029",4029,515.82,1363.33,"french",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4030",4030,503.79,1550.54,"french",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4031",4031,423.92,1567,"french",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4032",4032,509.62,1094.04,"french",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4033",4033,376.35,1254.2,"German",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4034",4034,324.69,1912.2,"German",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4035",4035,716.02,1717.09,"German",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4036",4036,852.34,2432.7,"German",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4037",4037,681.88,1219.8,"German",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4038",4038,858.85,1750.93,"German",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4039",4039,1084.75,2535.03,"German",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4040",4040,628.24,1238.68,"German",509505,"pof","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4041",4041,802.82,1584.43,"German",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4042",4042,836.29,2231.45,"German",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4043",4043,826.57,1873.21,"German",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4044",4044,875.99,1638.95,"German",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4045",4045,788.93,1251.44,"German",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4046",4046,846.24,1536.36,"German",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4047",4047,641.28,1514.38,"German",509505,"puf","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4048",4048,323.53,2628.98,"German",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4049",4049,769.15,1498.19,"German",509505,"paf","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4050",4050,366.88,1501.58,"German",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4051",4051,333.05,1497.57,"German",509505,"pif","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4052",4052,398.22,924.16,"German",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4053",4053,714.84,1235.75,"German",509505,"faf","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4054",4054,866.56,1459.08,"German",509505,"fof","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4055",4055,471.02,2283.91,"German",509505,"fif","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4056",4056,716.3,1610.11,"German",509505,"fuf","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4057",4057,671.68,1856.62,"english",509505,"foff","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4058",4058,758.89,1405.22,"english",509505,"poff","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4059",4059,725.51,1109.98,"english",509505,"foff","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4060",4060,385.33,2328.53,"english",509505,"feef","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4061",4061,359.56,949.15,"english",509505,"poof","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4062",4062,335.95,2452.52,"english",509505,"peef","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4063",4063,561.04,1150.56,"english",509505,"puff","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4064",4064,359.11,1008.81,"english",509505,"foof","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4065",4065,399,1059.7,"english",509505,"poof","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4066",4066,512.04,1844.04,"english",509505,"puff","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4067",4067,766.39,1700.49,"english",509505,"poff","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4068",4068,363.16,986.1,"english",509505,"foof","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4069",4069,565.21,1167.49,"english",509505,"fuff","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4070",4070,407.29,2448.95,"english",509505,"peef","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4071",4071,731.69,1358.3,"english",509505,"poff","L1 English monolingual","p","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4072",4072,649.84,2498.17,"english",509505,"feef","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4073",4073,368.83,989.48,"english",509505,"poof","L1 English monolingual","p","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4074",4074,512.37,1182.55,"english",509505,"foof","L1 English monolingual","f","u","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4075",4075,616.32,1208.99,"english",509505,"puff","L1 English monolingual","p","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4076",4076,604.58,1497.58,"english",509505,"fuff","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4077",4077,345.25,2672.27,"english",509505,"feef","L1 English monolingual","f","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4078",4078,935.44,2517.44,"english",509505,"peef","L1 English monolingual","p","i","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4079",4079,845.64,1355.29,"english",509505,"foff","L1 English monolingual","f","o","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4080",4080,528.68,1189.89,"english",509505,"fuff","L1 English monolingual","f","schwa","56849d528f456f000c45e1dd",NA,NA,NA,NA
"4081",4081,333.63,811.46,"German",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4082",4082,849.7,1534.25,"German",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4083",4083,635.54,1193.51,"German",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4084",4084,289.32,2121.67,"German",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4085",4085,782.38,1698.11,"German",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4086",4086,322.91,806.11,"German",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4087",4087,293.23,785.42,"German",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4088",4088,294.81,1528.33,"German",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4089",4089,375.06,918.59,"German",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4090",4090,763.14,1443.14,"German",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4091",4091,961.87,2071.1,"German",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4092",4092,541.67,1842.54,"German",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4093",4093,540.62,1784.56,"German",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4094",4094,505.65,1395.5,"German",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4095",4095,683.13,1130.62,"German",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4096",4096,747.38,1646.96,"German",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4097",4097,279.27,2217.48,"German",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4098",4098,694.36,1998.64,"German",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4099",4099,567.99,1652.39,"German",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4100",4100,901.3,2161.19,"German",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4101",4101,289.78,2115.22,"German",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4102",4102,590.04,2163.45,"German",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4103",4103,521.66,2328.9,"German",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4104",4104,322.62,1571.29,"German",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4105",4105,548.77,1146.35,"french",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4106",4106,534.94,1446.2,"french",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4107",4107,584.45,1953.16,"french",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4108",4108,540.18,1485.67,"french",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4109",4109,629.59,2394.76,"french",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4110",4110,512.86,1107.2,"french",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4111",4111,329.85,1962.3,"french",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4112",4112,261.8,1794.94,"french",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4113",4113,678.49,2354.88,"french",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4114",4114,589.45,1408.5,"french",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4115",4115,629.61,2323.84,"french",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4116",4116,265.39,2198.67,"french",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4117",4117,260.85,2226.48,"french",509509,"fif","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4118",4118,516.99,1130.18,"french",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4119",4119,565.32,1764.1,"french",509509,"fuf","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4120",4120,444,1030.64,"french",509509,"pof","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4121",4121,482.57,1319.22,"french",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4122",4122,308.74,1678.86,"french",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4123",4123,475.5,1379.42,"french",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4124",4124,284.11,1808.45,"french",509509,"puf","L1 English monolingual","p","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4125",4125,487.46,1457.68,"french",509509,"fof","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4126",4126,635.07,1514.08,"french",509509,"faf","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4127",4127,613.79,2258.85,"french",509509,"pif","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4128",4128,474.29,1014.73,"french",509509,"paf","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4129",4129,439.03,2318.82,"english",509509,"peef","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4130",4130,653.37,973.92,"english",509509,"foff","L1 English monolingual","f","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4131",4131,326.29,2246.03,"english",509509,"peef","L1 English monolingual","p","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4132",4132,276.47,2205.14,"english",509509,"feef","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4133",4133,398.6,1316.72,"english",509509,"foof","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4134",4134,618.3,992.4,"english",509509,"poff","L1 English monolingual","p","o","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4135",4135,318.01,2303.9,"english",509509,"feef","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4136",4136,678.76,1356.35,"english",509509,"puff","L1 English monolingual","p","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4137",4137,651.31,1394.83,"english",509509,"fuff","L1 English monolingual","f","schwa","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4138",4138,711.96,2365.4,"english",509509,"feef","L1 English monolingual","f","i","60fe11079929d4e3d9f31249",NA,NA,NA,NA
"4139",4139,388.23,1594.07,"english",509509,"foof","L1 English monolingual","f","u","60fe11079929d4e3d9f31249",NA,NA,NA,NA
